No errors
No warnings
368 ms
data source=metars
4796 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
MMCB 171852Z 19002KT 15SM SCT020 BKN080 BKN250 26/12 A3010 RMK 8/138,MMCB,2021-01-17T18:52:00Z,18.83,-99.27,26.0,12.0,190,2,,15.0,30.100393,,,,,,,,,,,SCT,2000,BKN,8000,BKN,25000,,,VFR,,,,,,,,,,,,METAR,1281.0
KVTN 171852Z AUTO 30012G20KT 10SM CLR 06/M07 A2993 RMK AO2 SLP151 T00561072,KVTN,2021-01-17T18:52:00Z,42.87,-100.55,5.6,-7.2,300,12,20,10.0,29.929134,1015.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,790.0
KTRM 171852Z AUTO 09004KT 10SM CLR 25/00 A3007 RMK AO2 SLP184 T02500000,KTRM,2021-01-17T18:52:00Z,33.63,-116.17,25.0,0.0,90,4,,10.0,30.070866,1018.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,-39.0
KTOL 171852Z 24009KT 5SM -SN BKN018 BKN030 OVC060 03/M01 A2966 RMK AO2 SNB04 SLP051 P0000 T00281011 $,KTOL,2021-01-17T18:52:00Z,41.58,-83.8,2.8,-1.1,240,9,,5.0,29.660433,1005.1,,,TRUE,TRUE,,,,,-SN,BKN,1800,BKN,3000,OVC,6000,,,MVFR,,,,,,0.005,,,,,,METAR,206.0
KTAN 171852Z AUTO 26012G19KT 10SM BKN055 07/M05 A2946 RMK AO2 PK WND 28028/1826 SLP977 T00721050,KTAN,2021-01-17T18:52:00Z,41.88,-71.02,7.2,-5.0,260,12,19,10.0,29.459646,997.7,,TRUE,TRUE,,,,,,,BKN,5500,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
KSUX 171852Z 32015KT 10SM OVC050 01/M04 A2986 RMK AO2 SLP126 T00111039,KSUX,2021-01-17T18:52:00Z,42.38,-96.38,1.1,-3.9,320,15,,10.0,29.861221,1012.6,,,TRUE,,,,,,,OVC,5000,,,,,,,VFR,,,,,,,,,,,,METAR,332.0
KSPS 171852Z 31010KT 10SM FEW080 BKN230 13/M03 A3013 RMK AO2 SLP201 T01281028,KSPS,2021-01-17T18:52:00Z,33.98,-98.5,12.8,-2.8,310,10,,10.0,30.129921,1020.1,,,TRUE,,,,,,,FEW,8000,BKN,23000,,,,,VFR,,,,,,,,,,,,METAR,310.0
KSPI 171852Z 27012KT 10SM OVC017 M01/M04 A2977 RMK AO2 SNE06 SLP085 P0001 T10061039,KSPI,2021-01-17T18:52:00Z,39.85,-89.68,-0.6,-3.9,270,12,,10.0,29.769686,1008.5,,,TRUE,,,,,,,OVC,1700,,,,,,,MVFR,,,,,,0.01,,,,,,METAR,179.0
KSGF 171852Z 29011G21KT 10SM SCT060 BKN110 05/M02 A2988 RMK AO2 SLP125 T00501022,KSGF,2021-01-17T18:52:00Z,37.23,-93.38,5.0,-2.2,290,11,21,10.0,29.878937,1012.5,,,TRUE,,,,,,,SCT,6000,BKN,11000,,,,,VFR,,,,,,,,,,,,METAR,387.0
KREO 171852Z AUTO VRB04KT 09/01 A3030 RMK AO1 SLP273 T00940006,KREO,2021-01-17T18:52:00Z,42.58,-117.87,9.4,0.6,0,4,,,30.301182,1027.3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1237.0
KRAP 171852Z 32005KT 10SM CLR 05/M12 A2991 RMK AO2 SLP153 T00501117,KRAP,2021-01-17T18:52:00Z,44.05,-103.05,5.0,-11.7,320,5,,10.0,29.911417,1015.3,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,965.0
KQN3 171852Z 03003KT 9000 HZ SCT350 31/00 A2986 RMK AO2A SLP103 WND DATA ESTMD T03051004,KQN3,2021-01-17T18:52:00Z,,,30.5,-0.4,30,3,,5.59,29.861221,1010.3,,,TRUE,,,,,,HZ,SCT,35000,,,,,,,VFR,,,,,,,,,,,,METAR,
KPYM 171852Z AUTO 25014G27KT 10SM OVC055 07/M04 A2944 RMK AO2 PK WND 25029/1811 SLP971 T00671044,KPYM,2021-01-17T18:52:00Z,41.92,-70.73,6.7,-4.4,250,14,27,10.0,29.438976,997.1,,TRUE,TRUE,,,,,,,OVC,5500,,,,,,,VFR,,,,,,,,,,,,METAR,42.0
KPPF 171852Z AUTO A2997 RMK AO2 SLPNO PWINO FZRANO TSNO $,KPPF,2021-01-17T18:52:00Z,37.33,-95.5,,,,,,,29.970472,,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,METAR,265.0
KP69 171852Z AUTO 00000KT 02/01 A3031 RMK AO1 SLP285 P0009 T00170011,KP69,2021-01-17T18:52:00Z,46.15,-115.6,1.7,1.1,0,0,,,30.31004,1028.5,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,METAR,447.0
KORE 171852Z AUTO 25008G19KT 10SM BKN039 OVC049 04/M04 A2945 RMK AO2 SLP977 T00391039,KORE,2021-01-17T18:52:00Z,42.57,-72.28,3.9,-3.9,250,8,19,10.0,29.450787,997.7,,TRUE,TRUE,,,,,,,BKN,3900,OVC,4900,,,,,VFR,,,,,,,,,,,,METAR,165.0
KOMA 171852Z 33014KT 10SM SCT025 02/M03 A2988 RMK AO2 SLP127 T00171033,KOMA,2021-01-17T18:52:00Z,41.32,-95.9,1.7,-3.3,330,14,,10.0,29.878937,1012.7,,,TRUE,,,,,,,SCT,2500,,,,,,,VFR,,,,,,,,,,,,METAR,299.0
KOKC 171852Z 32023G29KT 10SM FEW055 FEW140 FEW200 11/M08 A3006 RMK AO2 PK WND 33029/1848 SLP182 T01111078,KOKC,2021-01-17T18:52:00Z,35.38,-97.6,11.1,-7.8,320,23,29,10.0,30.059055,1018.2,,,TRUE,,,,,,,FEW,5500,FEW,14000,FEW,20000,,,VFR,,,,,,,,,,,,METAR,391.0
KOKB 171852Z AUTO 00000KT 10SM CLR 28/00 A3000 RMK AO2 SLP158 T02780000,KOKB,2021-01-17T18:52:00Z,33.22,-117.35,27.8,0.0,0,0,,10.0,30.0,1015.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
KNZY 171852Z 00000KT 10SM FEW250 22/07 A3001 RMK AO2 SLP161 T02170072,KNZY,2021-01-17T18:52:00Z,32.7,-117.22,21.7,7.2,0,0,,10.0,30.008858,1016.1,,,TRUE,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
KNTD 171852Z 06014G19KT 10SM FEW250 29/M03 A3003 RMK AO2 SLP169 T02891033 VISNO N $,KNTD,2021-01-17T18:52:00Z,34.12,-119.12,28.9,-3.3,60,14,19,10.0,30.029528,1016.9,,,TRUE,TRUE,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,1.0
KNRB 171852Z AUTO 26011KT 10SM CLR 15/01 A3000 RMK AO2 SLP157 T01500006,KNRB,2021-01-17T18:52:00Z,30.38,-81.42,15.0,0.6,260,11,,10.0,30.0,1015.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
KNHK 171852Z 22010KT 10SM FEW030 SCT280 09/M02 A2978 RMK AO2 SLP083 T00891017 $,KNHK,2021-01-17T18:52:00Z,38.28,-76.4,8.9,-1.7,220,10,,10.0,29.778543,1008.3,,,TRUE,TRUE,,,,,,FEW,3000,SCT,28000,,,,,VFR,,,,,,,,,,,,SPECI,5.0
KNFW 171852Z 34009KT 10SM BKN250 15/M06 A3013 RMK AO2 SLP185 T01501056 $,KNFW,2021-01-17T18:52:00Z,32.78,-97.43,15.0,-5.6,340,9,,10.0,30.129921,1018.5,,,TRUE,TRUE,,,,,,BKN,25000,,,,,,,VFR,,,,,,,,,,,,METAR,188.0
KN60 171852Z AUTO 32008KT M02/M07 A2987 RMK AO1 SLP142 T10221067,KN60,2021-01-17T18:52:00Z,47.65,-101.43,-2.2,-6.7,320,8,,,29.870079,1014.2,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,582.0
KMLI 171852Z 28010KT 10SM BKN011 OVC029 M02/M05 A2975 RMK AO2 UPB03E13SNE03 SLP080 P0000 T10171050,KMLI,2021-01-17T18:52:00Z,41.45,-90.52,-1.7,-5.0,280,10,,10.0,29.749016,1008.0,,,TRUE,,,,,,,BKN,1100,OVC,2900,,,,,MVFR,,,,,,0.005,,,,,,METAR,174.0
KMLF 171852Z AUTO 04007KT 10SM CLR 03/M04 A3031 RMK AO2 SLP279 T00281039,KMLF,2021-01-17T18:52:00Z,38.42,-113.02,2.8,-3.9,40,7,,10.0,30.31004,1027.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1537.0
KMKE 171852Z 33005KT 6SM -SN OVC023 01/M03 A2967 RMK AO2 SLP056 P0000 T00061033,KMKE,2021-01-17T18:52:00Z,42.95,-87.9,0.6,-3.3,330,5,,6.0,29.66929,1005.6,,,TRUE,,,,,,-SN,OVC,2300,,,,,,,MVFR,,,,,,0.005,,,,,,METAR,203.0
KMHK 171852Z 30008G19KT 10SM CLR 09/M05 A2995 RMK AO2 SLP149 T00891050,KMHK,2021-01-17T18:52:00Z,39.13,-96.68,8.9,-5.0,300,8,19,10.0,29.949802,1014.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,320.0
KMEB 171852Z AUTO 22016G21KT 10SM CLR 09/M02 A2990 RMK AO2 SLP124 T00891022,KMEB,2021-01-17T18:52:00Z,34.78,-79.37,8.9,-2.2,220,16,21,10.0,29.899607,1012.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,65.0
KMDH 171852Z 26010G18KT 10SM OVC035 04/M04 A2983 RMK AO2 SLP104 T00391044,KMDH,2021-01-17T18:52:00Z,37.78,-89.25,3.9,-4.4,260,10,18,10.0,29.828741,1010.4,,,TRUE,,,,,,,OVC,3500,,,,,,,VFR,,,,,,,,,,,,METAR,122.0
KMBG 171852Z AUTO 31011KT 10SM CLR 03/M06 A2986 RMK AO2 SLP127 T00331056,KMBG,2021-01-17T18:52:00Z,45.55,-100.42,3.3,-5.6,310,11,,10.0,29.861221,1012.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,515.0
KLWC 171852Z AUTO 30017G24KT 10SM FEW036 OVC100 06/M01 A2992 RMK AO1 SLP138 T00561011,KLWC,2021-01-17T18:52:00Z,39.02,-95.22,5.6,-1.1,300,17,24,10.0,29.920275,1013.8,,TRUE,TRUE,,,,,,,FEW,3600,OVC,10000,,,,,VFR,,,,,,,,,,,,METAR,252.0
KIOW 171852Z AUTO 32009KT 10SM OVC029 M03/M06 A2979 RMK AO2 SLP097 T10281061,KIOW,2021-01-17T18:52:00Z,41.63,-91.55,-2.8,-6.1,320,9,,10.0,29.790354,1009.7,,TRUE,TRUE,,,,,,,OVC,2900,,,,,,,MVFR,,,,,,,,,,,,METAR,199.0
KIJD 171852Z AUTO 26009G19KT 10SM FEW047 SCT060 06/M04 A2951 RMK AO2 PK WND 27027/1802 SLP995 T00561044,KIJD,2021-01-17T18:52:00Z,41.75,-72.18,5.6,-4.4,260,9,19,10.0,29.509842,999.5,,TRUE,TRUE,,,,,,,FEW,4700,SCT,6000,,,,,VFR,,,,,,,,,,,,METAR,73.0
KIEN 171852Z AUTO 28010KT 10SM CLR 06/M11 A2994 RMK AO2 SLP164 T00561111,KIEN,2021-01-17T18:52:00Z,43.03,-102.52,5.6,-11.1,280,10,,10.0,29.940945,1016.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1002.0
KIAD 171852Z 24006KT 10SM BKN048 BKN250 08/M02 A2974 RMK AO2 SLP074 T00781022,KIAD,2021-01-17T18:52:00Z,38.93,-77.45,7.8,-2.2,240,6,,10.0,29.740158,1007.4,,,TRUE,,,,,,,BKN,4800,BKN,25000,,,,,VFR,,,,,,,,,,,,METAR,90.0
KHUT 171852Z 33016G23KT 10SM CLR 09/M06 A3001 RMK AO2 PK WND 33026/1806 SLP162 T00941056,KHUT,2021-01-17T18:52:00Z,38.07,-97.87,9.4,-5.6,330,16,23,10.0,30.008858,1016.2,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,464.0
KHRL 171852Z 14009KT 10SM OVC036 23/14 A3006 RMK AO2 RAB21E31 SLP179 P0000 T02280139,KHRL,2021-01-17T18:52:00Z,26.23,-97.65,22.8,13.9,140,9,,10.0,30.059055,1017.9,,,TRUE,,,,,,,OVC,3600,,,,,,,VFR,,,,,,0.005,,,,,,METAR,9.0
KGLS 171852Z 25005KT 10SM CLR 18/M02 A3011 RMK AO2 SLP195 T01831022,KGLS,2021-01-17T18:52:00Z,29.27,-94.87,18.3,-2.2,250,5,,10.0,30.109253,1019.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
KFIT 171852Z AUTO 28016G25KT 10SM OVC049 06/M03 A2942 RMK AO2 SLP966 T00561033,KFIT,2021-01-17T18:52:00Z,42.55,-71.75,5.6,-3.3,280,16,25,10.0,29.421259,996.6,,TRUE,TRUE,,,,,,,OVC,4900,,,,,,,VFR,,,,,,,,,,,,METAR,102.0
KEKM 171852Z 23007KT 1 1/2SM -SN OVC007 00/M01 A2967 RMK AO2,KEKM,2021-01-17T18:52:00Z,41.72,-86.0,0.0,-1.0,230,7,,1.5,29.66929,,,,TRUE,,,,,,-SN,OVC,700,,,,,,,IFR,,,,,,,,,,,,METAR,236.0
KDPA 171852Z 23005KT 4SM -SN BR OVC006 M02/M04 A2967 RMK AO2 SNB49 SLP057 P0000 T10221039,KDPA,2021-01-17T18:52:00Z,41.88,-88.25,-2.2,-3.9,230,5,,4.0,29.66929,1005.7,,,TRUE,,,,,,-SN BR,OVC,600,,,,,,,IFR,,,,,,0.005,,,,,,METAR,228.0
KDDC 171852Z AUTO 32019G27KT 10SM CLR 08/M11 A3006 RMK AO2 PK WND 32027/1818 SLP182 T00831106 $,KDDC,2021-01-17T18:52:00Z,37.77,-99.97,8.3,-10.6,320,19,27,10.0,30.059055,1018.2,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,786.0
KDCA 171852Z 24012KT 10SM BKN049 09/M03 A2976 RMK AO2 SLP078 T00941028,KDCA,2021-01-17T18:52:00Z,38.85,-77.03,9.4,-2.8,240,12,,10.0,29.760826,1007.8,,,TRUE,,,,,,,BKN,4900,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
KCQX 171852Z AUTO 23016G27KT 10SM CLR 06/M02 A2949 RMK AO2 PK WND 26032/1802 SLP987 T00561017,KCQX,2021-01-17T18:52:00Z,41.68,-70.0,5.6,-1.7,230,16,27,10.0,29.489174,998.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,17.0
KCQT 171852Z AUTO 00000KT 10SM CLR 27/M03 A3002 RMK AO2 SLP162 T02671028,KCQT,2021-01-17T18:52:00Z,34.02,-118.28,26.7,-2.8,0,0,,10.0,30.02067,1016.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,51.0
KCNU 171852Z AUTO 32015G23KT 10SM CLR 10/M04 A2995 RMK AO2 PK WND 32026/1753 SLP145 T01001039,KCNU,2021-01-17T18:52:00Z,37.67,-95.48,10.0,-3.9,320,15,23,10.0,29.949802,1014.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,301.0
KCLT 171852Z 27008KT 10SM SCT043 SCT140 BKN210 08/M04 A2988 RMK AO2 SLP121 T00781039,KCLT,2021-01-17T18:52:00Z,35.22,-80.95,7.8,-3.9,270,8,,10.0,29.878937,1012.1,,,TRUE,,,,,,,SCT,4300,SCT,14000,BKN,21000,,,VFR,,,,,,,,,,,,METAR,223.0
KCKV 171852Z AUTO 27013G18KT 10SM FEW042 BKN050 06/M02 A2982 RMK AO2 SLP098 T00611022,KCKV,2021-01-17T18:52:00Z,36.62,-87.42,6.1,-2.2,270,13,18,10.0,29.819881,1009.8,,TRUE,TRUE,,,,,,,FEW,4200,BKN,5000,,,,,VFR,,,,,,,,,,,,METAR,166.0
KCFV 171852Z AUTO 31017G25KT 10SM CLR 10/M04 A2996 RMK AO2 SLP151 T01001044,KCFV,2021-01-17T18:52:00Z,37.08,-95.57,10.0,-4.4,310,17,25,10.0,29.958662,1015.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,228.0
KCDJ 171852Z AUTO 30005KT 02/M04 A2986 RMK AO1 SLP124 T00171039,KCDJ,2021-01-17T18:52:00Z,39.77,-93.48,1.7,-3.9,300,5,,,29.861221,1012.4,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,236.0
KBML 171852Z AUTO VRB06KT 9SM -SN FEW025 SCT030 OVC045 01/M03 A2923 RMK AO2 SNB46 SLP908 P0000 T00111033 $,KBML,2021-01-17T18:52:00Z,44.58,-71.18,1.1,-3.3,0,6,,9.0,29.22933,990.8,,TRUE,TRUE,TRUE,,,,,-SN,FEW,2500,SCT,3000,OVC,4500,,,VFR,,,,,,0.005,,,,,,METAR,344.0
KBLU 171852Z AUTO 00000KT 10SM CLR 18/M02 A3029 RMK AO2 SLP194 T01781017,KBLU,2021-01-17T18:52:00Z,39.28,-120.7,17.8,-1.7,0,0,,10.0,30.28937,1019.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1605.0
KBLH 171852Z AUTO 00000KT 10SM CLR 22/M06 A3011 RMK AO2 SLP192 T02171056,KBLH,2021-01-17T18:52:00Z,33.62,-114.72,21.7,-5.6,0,0,,10.0,30.109253,1019.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,119.0
KBIS 171852Z 32009KT 10SM CLR M01/M06 A2989 RMK AO2 SLP143 T10061056,KBIS,2021-01-17T18:52:00Z,46.77,-100.75,-0.6,-5.6,320,9,,10.0,29.890747,1014.3,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,506.0
KBDR 171852Z 27015G28KT 10SM OVC050 07/M04 A2957 RMK AO2 PK WND 27029/1841 SLP014 T00671044,KBDR,2021-01-17T18:52:00Z,41.17,-73.13,6.7,-4.4,270,15,28,10.0,29.568897,1001.4,,,TRUE,,,,,,,OVC,5000,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
KBAN 171852Z AUTO 00000KT 10SM CLR 07/M06 A3035 RMK AO2 SLP270 T00721061 $,KBAN,2021-01-17T18:52:00Z,38.35,-119.52,7.2,-6.1,0,0,,10.0,30.351377,1027.0,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2067.0
KATL 171852Z 24008G21KT 10SM SCT048 BKN200 BKN250 09/M03 A2992 RMK AO2 SLP134 T00891028,KATL,2021-01-17T18:52:00Z,33.63,-84.45,8.9,-2.8,240,8,21,10.0,29.920275,1013.4,,,TRUE,,,,,,,SCT,4800,BKN,20000,BKN,25000,,,VFR,,,,,,,,,,,,METAR,309.0
KARR 171852Z 23005KT 9SM OVC007 M02/M04 A2968 RMK AO2 SNB15E24 SLP059 P0002 I1000 T10221039,KARR,2021-01-17T18:52:00Z,41.77,-88.48,-2.2,-3.9,230,5,,9.0,29.681103,1005.9,,,TRUE,,,,,,,OVC,700,,,,,,,IFR,,,,,,0.02,,,,,,METAR,213.0
KALS 171852Z AUTO 19004KT 10SM CLR 04/M14 A3011 RMK AO2 SLP203 T00441139,KALS,2021-01-17T18:52:00Z,37.43,-105.87,4.4,-13.9,190,4,,10.0,30.109253,1020.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2299.0
KAFN 171852Z AUTO 25012G20KT 10SM BKN034 OVC043 02/M04 A2938 RMK AO2 SLP961 T00221039,KAFN,2021-01-17T18:52:00Z,42.8,-72.0,2.2,-3.9,250,12,20,10.0,29.379921,996.1,,TRUE,TRUE,,,,,,,BKN,3400,OVC,4300,,,,,VFR,,,,,,,,,,,,METAR,308.0
KABQ 171852Z 00000KT 10SM BKN250 08/M11 A3016 RMK AO2 SLP199 T00831106,KABQ,2021-01-17T18:52:00Z,35.05,-106.62,8.3,-10.6,0,0,,10.0,30.159449,1019.9,,,TRUE,,,,,,,BKN,25000,,,,,,,VFR,,,,,,,,,,,,METAR,1620.0
KABI 171852Z 05005KT 10SM CLR 13/M02 A3015 RMK AO2 SLP206 T01281022,KABI,2021-01-17T18:52:00Z,32.42,-99.68,12.8,-2.2,50,5,,10.0,30.15059,1020.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,543.0
ETHC 171852Z 12003KT 9000 -SN BKN019 BKN056 M01/M03 Q1020 WHT,ETHC,2021-01-17T18:52:00Z,52.6,10.02,-1.0,-3.0,120,3,,5.59,30.11811,,,,,,,,,,-SN,BKN,1900,BKN,5600,,,,,MVFR,,,,,,,,,,,,SPECI,35.0
MUGM 171851Z 14010KT 10SM FEW030 BKN250 29/21 A2995 RMK AO2 SLP142 T02890211 $,MUGM,2021-01-17T18:51:00Z,19.9,-75.2,28.9,21.1,140,10,,10.0,29.949802,1014.2,,,TRUE,TRUE,,,,,,FEW,3000,BKN,25000,,,,,VFR,,,,,,,,,,,,METAR,21.0
MMSP 171851Z 34004G14KT 15SM FEW210 21/M08 A3021 RMK 8/001,MMSP,2021-01-17T18:51:00Z,22.25,-100.93,21.0,-8.0,340,4,14,15.0,30.209646,,,,,,,,,,,FEW,21000,,,,,,,VFR,,,,,,,,,,,,SPECI,1841.0
MMPR 171851Z 22009KT 15SM FEW110 23/16 A2994 RMK 8/030,MMPR,2021-01-17T18:51:00Z,20.67,-105.25,23.0,16.0,220,9,,15.0,29.940945,,,,,,,,,,,FEW,11000,,,,,,,VFR,,,,,,,,,,,,SPECI,6.0
MMPQ 171851Z 09005KT 6SM BKN030 23/21 A2987 RMK 8/500 HZY,MMPQ,2021-01-17T18:51:00Z,17.53,-92.02,23.0,21.0,90,5,,6.0,29.870079,,,,,,,,,,,BKN,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,48.0
MMMX 171851Z 13003KT 12SM SCT020 BKN100 19/04 A3027 NOSIG RMK 8/230 CI,MMMX,2021-01-17T18:51:00Z,19.43,-99.08,19.0,4.0,130,3,,12.0,30.268702,,,,,,TRUE,,,,,SCT,2000,BKN,10000,,,,,VFR,,,,,,,,,,,,METAR,2224.0
KYNG 171851Z 24011KT 10SM BKN017 OVC025 02/M02 A2965 RMK AO2 SNB1757E40 SLP049 P0000 T00221022,KYNG,2021-01-17T18:51:00Z,41.25,-80.67,2.2,-2.2,240,11,,10.0,29.648623,1004.9,,,TRUE,,,,,,,BKN,1700,OVC,2500,,,,,MVFR,,,,,,0.005,,,,,,METAR,356.0
KXWA 171851Z AUTO 20005KT 10SM OVC100 M03/M06 A2985 RMK AO2 SLP152 T10281061,KXWA,2021-01-17T18:51:00Z,48.27,-103.75,-2.8,-6.1,200,5,,10.0,29.84941,1015.2,,TRUE,TRUE,,,,,,,OVC,10000,,,,,,,VFR,,,,,,,,,,,,METAR,717.0
KVNY 171851Z 34008KT 10SM CLR 28/M07 A3003 RMK AO2 SLP160 T02781072,KVNY,2021-01-17T18:51:00Z,34.22,-118.48,27.8,-7.2,340,8,,10.0,30.029528,1016.0,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,241.0
KTPL 171851Z AUTO VRB06G15KT 10SM CLR 16/M02 A3014 RMK AO2 SLP202 T01561017,KTPL,2021-01-17T18:51:00Z,31.15,-97.4,15.6,-1.7,0,6,15,10.0,30.138779,1020.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,206.0
KTEB 171851Z 27013KT 10SM OVC047 06/M03 A2961 RMK AO2 PK WND 27026/1826 SLP027 T00611033,KTEB,2021-01-17T18:51:00Z,40.87,-74.05,6.1,-3.3,270,13,,10.0,29.610237,1002.7,,,TRUE,,,,,,,OVC,4700,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
KSTL 171851Z 28012G21KT 10SM BKN028 BKN075 BKN250 04/M04 A2981 RMK AO2 SLP100 T00391039,KSTL,2021-01-17T18:51:00Z,38.75,-90.37,3.9,-3.9,280,12,21,10.0,29.811024,1010.0,,,TRUE,,,,,,,BKN,2800,BKN,7500,BKN,25000,,,MVFR,,,,,,,,,,,,SPECI,163.0
KSNT 171851Z AUTO 34005KT M04/M08 A3022 RMK AO1 SLP250 T10391078,KSNT,2021-01-17T18:51:00Z,44.17,-114.93,-3.9,-7.8,340,5,,,30.221457,1025.0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1980.0
KSMX 171851Z 00000KT 10SM CLR 22/06 A3006 RMK AO2 SLP178 T02220056,KSMX,2021-01-17T18:51:00Z,34.9,-120.45,22.2,5.6,0,0,,10.0,30.059055,1017.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,73.0
KSMO 171851Z 00000KT 10SM CLR 27/M03 A3003 RMK AO2 SLP167 T02721028 $,KSMO,2021-01-17T18:51:00Z,34.02,-118.45,27.2,-2.8,0,0,,10.0,30.029528,1016.7,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,56.0
KSJT 171851Z VRB06KT 10SM CLR 14/M04 A3014 RMK AO2 SLP205 T01441039,KSJT,2021-01-17T18:51:00Z,31.37,-100.5,14.4,-3.9,0,6,,10.0,30.138779,1020.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,582.0
KSBD 171851Z 00000KT 7SM CLR 25/M05 A3008,KSBD,2021-01-17T18:51:00Z,34.08,-117.25,25.0,-5.0,0,0,,7.0,30.079725,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,353.0
KSAT 171851Z 23009G15KT 10SM FEW250 19/04 A3010 RMK AO2 SLP183 T01940044,KSAT,2021-01-17T18:51:00Z,29.53,-98.48,19.4,4.4,230,9,15,10.0,30.100393,1018.3,,,TRUE,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,246.0
KSAN 171851Z 21003KT 10SM FEW250 23/04 A3003 RMK AO2 SLP168 T02330039,KSAN,2021-01-17T18:51:00Z,32.73,-117.18,23.3,3.9,210,3,,10.0,30.029528,1016.8,,,TRUE,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
